0,1,2,3,4,5
"CL 5 28 27, PALMIRA",3.502786134237946,-76.29876407756905,9.0,7.8412634,-72.2270466
"CL 5 28 D 83, PALMIRA",3.5027900333035378,-76.29890421553327,9.0,,
"CL 5 28D 28, PALMIRA",16.898107048658375,-99.83395723858459,9.0,3.5022117,-76.3036641
"CL 5 28D 48, PALMIRA",16.898107048658375,-99.83395723858459,9.0,,
"CL 5 28D 59, PALMIRA",16.898107048658375,-99.83395723858459,9.0,,
"CL 5 28D 76, PALMIRA",16.898107048658375,-99.83395723858459,9.0,,
"CL 5 29 27, BOGOTÁ, D.C.",4.604219982681897,-74.09872002624847,9.0,,
"CL 5 29 65, AGUACHICA",8.309759006250838,-73.60644896336429,9.0,8.3097986,-73.6059871
"CL 5 29 77, PALMIRA",3.502646787840821,-76.3025108747436,9.0,3.5022117,-76.3036641
"CL 5 29 E 09, PALMIRA",3.502427503690364,-76.30321890705504,9.0,,
"CL 5 29 E 29, PALMIRA",3.5024919990287335,-76.30301066225756,9.0,,
"CL 5 29E 17, PALMIRA",3.502453301825712,-76.30313560913605,9.0,3.5022117,-76.3036641
"CL 5 2B 79, CHÍA",4.863150000000076,-74.05201999999997,3.0,4.8543925,-74.0611488
"CL 5 3 03, SAN LUIS DE GACENO",4.819500000000062,-73.16885999999994,1.0,,
"CL 5 3 11, ZARZAL",14.546686084785884,-90.52362465863818,9.0,4.3878739,-76.0719544
"CL 5 3 134, FLANDES",4.284171584308115,-74.81588937063808,9.0,4.2771745,-74.8152702
"CL 5 3 14, CURITÍ",6.604102860009891,-73.06565695642125,9.0,6.6041631,-73.0675961
"CL 5 3 15, MANZANARES",5.253771784173828,-75.1537051167641,9.0,5.2561535,-75.1546655
"CL 5 3 18, TUNJA",5.516322936659302,-73.35878046021571,9.0,5.5165176,-73.358562
"CL 5 3 22, AGUAZUL",5.1600246151021985,-72.54568533929029,9.0,5.1611246,-72.5468863
"CL 5 3 23, ESPINAL",4.214564622965212,-74.98031057001683,9.0,10.9814879,-63.9830554
"CL 5 3 23, MANZANARES",5.253839390097277,-75.15372021732925,9.0,5.2561535,-75.1546655
"CL 5 3 23, PAZ DE RÍO",5.984789036158057,-72.75080297621501,9.0,,
"CL 5 3 28, SARDINATA",8.080931008547838,-72.79936846442355,9.0,8.082112,-72.8004459
"CL 5 3 29, FRESNO",5.152747280303607,-75.03887393264506,9.0,5.1528174,-75.0370682
"CL 5 3 30, CUÍTIVA",5.5806400000000735,-72.96627999999998,4.0,5.5810949,-72.9657384
"CL 5 3 35, TORO",4.6103372128221105,-76.08342506127921,9.0,9.0430739,-69.7340341
"CL 5 3 36, SUBACHOQUE",4.930255441492348,-74.17255792353207,9.0,4.9286588,-74.1714675
"CL 5 3 36, ÚMBITA",5.2206642371247005,-73.45771381229814,9.0,5.2199779,-73.4570504
"CL 5 3 37, SAN LUIS DE GACENO",4.819500000000062,-73.16885999999994,1.0,,
"CL 5 3 4, CUBARÁ",7.00111000000004,-72.10885999999994,1.0,7.0038131,-72.1073695
"CL 5 3 40, BOCHALEMA",7.610099733607921,-72.64796216272893,9.0,7.6900476,-72.6081176
"CL 5 3 50, GÜEPSA",6.024505008074713,-73.5728643191253,9.0,6.0263579,-73.572353
"CL 5 3 54, DABEIBA",7.001910000000066,-76.26467999999994,1.0,6.9869728,-76.2547981
"CL 5 3 55, FOSCA",4.340297282338162,-73.94045498797276,9.0,4.340377,-73.939962
"CL 5 3 60, IBAGUÉ",4.447581298891976,-75.24627042602381,9.0,4.4473241,-75.2465996
"CL 5 3 75, CHÍA",35.67322216726524,140.04452879542697,9.0,4.8772758,-74.0401892
"CL 5 3 75, COLÓN",-30.995961036451305,-64.09333912377429,9.0,10.0685943,-84.3067638
"CL 5 3 81, TUNJA",5.516255938339834,-73.35894617741053,9.0,5.5197692,-73.3701505
"CL 5 3 A 17, FLORIDABLANCA",7.08879000837392,-73.09419997646202,9.0,7.0616661,-73.0893048
"CL 5 3 E 160, CAJICÁ",4.918651236276024,-74.02125208307102,9.0,4.919761,-74.0211986
"CL 5 3 E 70, CAJICÁ",4.918520222528289,-74.0206819943549,9.0,4.9219451,-74.0309728
"CL 5 3 E 94, CAJICÁ",4.918530836403756,-74.02082683927891,9.0,4.9219451,-74.0309728
"CL 5 30 06, PALMIRA",3.503791026766717,-76.30660381592922,9.0,3.5022117,-76.3036641
"CL 5 30 114, PALMIRA",3.503803911307926,-76.3068294169526,9.0,3.5755931,-76.2200677
"CL 5 30E 18, PALMIRA",18.864187612008784,-97.10446612153434,9.0,3.5022117,-76.3036641
"CL 5 30E 82, PALMIRA",18.864187612008784,-97.10446612153434,9.0,3.5022117,-76.3036641
"CL 5 31 18, PALMIRA",3.5263606051614675,-76.27343789204704,9.0,3.5022117,-76.3036641
"CL 5 31 B 33, BOGOTÁ, D.C.",4.606900012403216,-74.10138999768597,9.0,,
"CL 5 33 57, PASTO",1.2143299827418872,-77.29274003640411,9.0,1.2122256,-77.289552
"CL 5 33 81, COGUA",5.061696573400688,-73.97812708945848,9.0,5.0617912,-73.9781999
"CL 5 34 D 35, VILLAVICENCIO",4.120853442712563,-73.63201755109068,9.0,4.8107919,-75.6827593
"CL 5 34B 36, VILLAVICENCIO",4.120726455464753,-73.63290628069635,9.0,,
"CL 5 35 SUR TO 5, GACHANCIPÁ",4.9918756307912115,-73.8717133633523,9.0,,
"CL 5 3A 15, FLORIDABLANCA",7.931055838212457,-72.5064560011247,9.0,7.0616661,-73.0893048
"CL 5 3A 17, BUCARAMANGA",7.131925000404905,-73.10288999839821,9.0,7.1161589,-73.1341999
"CL 5 3A 17, FLORIDABLANCA",7.08879000837392,-73.09419997646202,9.0,7.0616661,-73.0893048
"CL 5 3A 45, ZARZAL",4.393830001071947,-76.08007000576708,9.0,4.3878739,-76.0719544
"CL 5 3E 70, CAJICÁ",4.921270479048982,-74.02928628627245,9.0,4.9219451,-74.0309728
"CL 5 3E 94, BOGOTÁ, D.C.",4.17362784728853,-74.14702382966712,9.0,,
"CL 5 3E 94, CAJICÁ",4.921270479048982,-74.02928628627245,9.0,4.9219451,-74.0309728
"CL 5 4 02, VERSALLES",4.573002634307452,-76.1976278383823,9.0,4.2074186,-74.6414794
"CL 5 4 08, TUNJA",5.516832764149971,-73.3601504743791,9.0,5.5197692,-73.3701505
"CL 5 4 09, MEDELLÍN",6.199635140738921,-75.49092847375297,9.0,6.2129179,-75.5872274
"CL 5 4 16, HOBO",2.5814126806424924,-75.44824861198177,9.0,,
"CL 5 4 16, ÚTICA",5.188671537336841,-74.48052649836971,9.0,5.1884746,-74.4804218
"CL 5 4 166, SANTA MARTA",11.252061012803408,-74.20958580772802,9.0,11.2515577,-74.2017348
"CL 5 4 17, TULUÁ",4.101439864769762,-76.19155366996067,9.0,,
"CL 5 4 2, SANTA MARTA",11.252115455261324,-74.2099900698572,9.0,-33.5284031,-70.756984
"CL 5 4 221, SANTA MARTA",14.52808306629199,-91.49590139180206,9.0,11.2515577,-74.2017348
"CL 5 4 24, SAN GIL",6.555745716956367,-73.12575047892217,9.0,6.5535535,-73.126152
"CL 5 4 25, CUBARRAL",3.7953600000000733,-73.84062999999998,1.0,3.7918802,-73.840492
"CL 5 4 25, LA DORADA",5.447804990230864,-74.66215118760604,9.0,5.4456681,-74.6628489
"CL 5 4 27, AGUADAS",6.162266020177832,-73.52329242790847,9.0,5.613761,-75.4584729
"CL 5 4 27, FUSAGASUGÁ",4.345768315306195,-74.35460678104673,9.0,4.3459307,-74.3536067
"CL 5 4 27, PENSILVANIA",5.383767283968388,-75.15971011641292,9.0,5.5352551,-75.1323505
"CL 5 4 29, BOAVITA",6.331708700731632,-72.58426200887551,9.0,6.3294907,-72.5861328
"CL 5 4 32, SAN GIL",6.555794993242692,-73.12572120167286,9.0,6.5535535,-73.126152
"CL 5 4 33, MACHETÁ",5.080155890755741,-73.60657040549337,9.0,,
"CL 5 4 36, ACEVEDO",-33.14027204086045,-60.49534725182656,9.0,1.8048238,-75.8908187
"CL 5 4 37, SIMACOTA",6.442619533545519,-73.33576916539913,9.0,6.4441561,-73.3375313
"CL 5 4 38, AGUADAS",6.162169557058905,-73.52317404470737,9.0,5.613761,-75.4584729
"CL 5 4 40, PAILITAS",8.955603488446064,-73.62175535601482,9.0,8.9555846,-73.6221266
"CL 5 4 40, SANTA MARTA",11.252093905121733,-74.20983004943106,9.0,11.2515577,-74.2017348
"CL 5 4 45, TUNJA",5.516745906693165,-73.36028382942729,9.0,5.5197692,-73.3701505
"CL 5 4 49, LETICIA",-4.216923960543292,-69.93513990851268,9.0,-4.2167446,-69.9336808
"CL 5 4 52, PÁCORA",5.527368269158756,-75.46030915472893,9.0,9.1203264,-79.341289
"CL 5 4 56, CALI",3.4493645706437146,-76.53761320081341,9.0,3.4380566,-76.5384282
"CL 5 4 6, SAN VICENTE DEL CAGUÁN",2.1138606264913125,-74.76945984589395,9.0,1.6767291,-74.7718571
"CL 5 4 63, SUAZA",1.9760549878688973,-75.79474712931834,9.0,,
"CL 5 4 66, NOBSA",5.7706715603077825,-72.93568107426624,9.0,5.7691852,-72.939807
"CL 5 4 75, EL DOVIO",4.51350187269691,-76.23950159217011,9.0,4.5130458,-76.2364376
"CL 5 4 78, DUITAMA",5.8275211951182095,-73.04842217783914,9.0,5.8260991,-73.04318
"CL 5 4 79, MOSQUERA",4.708055657087748,-74.23051233678893,9.0,4.7060387,-74.2280196
"CL 5 4 82, TRINIDAD",5.406607793050775,-71.66205930982399,9.0,-14.8189948,-64.8701606
"CL 5 4 85, TIBANÁ",5.317196003751721,-73.39610559411952,9.0,4.6069676,-74.1014439
"CL 5 4 B 99, SOACHA",4.586282224933015,-74.19113280643862,9.0,4.595487,-74.1954803
"CL 5 40 110, VALLEDUPAR",10.481922416501273,-73.28184545059233,9.0,10.4848063,-73.2704799
"CL 5 40 124, VALLEDUPAR",10.481922416501273,-73.28184545059233,9.0,10.4848063,-73.2704799
"CL 5 40 13, VALLEDUPAR",10.481975785697747,-73.2821633752933,9.0,10.4848063,-73.2704799
"CL 5 40 55, VALLEDUPAR",10.48200456267255,-73.28201945020925,9.0,10.4848063,-73.2704799
"CL 5 40 68, VALLEDUPAR",10.48190143329048,-73.2819503959661,9.0,10.4848063,-73.2704799
"CL 5 40 92, VALLEDUPAR",10.481918219859114,-73.28186643966708,9.0,10.4848063,-73.2704799
"CL 5 40 98, VALLEDUPAR",10.481922416501273,-73.28184545059233,9.0,10.4848063,-73.2704799
"CL 5 41 37, VALLEDUPAR",10.481607583508325,-73.28325309123512,9.0,10.4848063,-73.2704799
"CL 5 43 70, CALI",3.4208205814231443,-76.54786910413627,9.0,3.4380566,-76.5384282
"CL 5 43 D 23, MEDELLÍN",6.206190020873294,-75.5739000325901,9.0,6.2068278,-75.6046942
"CL 5 43 E 24, MEDELLÍN",6.206383220846562,-75.57397117148686,9.0,,
"CL 5 43D 23, MEDELLÍN",6.206190020873294,-75.5739000325901,9.0,6.2068278,-75.6046942
"CL 5 44 NORTE 69, POPAYÁN",2.4672789941919118,-76.57936548891514,9.0,,
"CL 5 45 A 46, DUITAMA",5.803701866193839,-73.03104241263901,9.0,5.8260991,-73.04318
"CL 5 45A 125, CALI",3.418151149247093,-76.54823579503108,9.0,,
"CL 5 4C 26, SIBATÉ",4.486333286443366,-74.2597912756057,9.0,4.5296265,-74.2378809
"CL 5 5 01, VENTAQUEMADA",5.367005856160634,-73.52223823059833,9.0,,
"CL 5 5 04, ZIPAQUIRÁ",5.024736677339867,-74.00525043717649,9.0,5.0376675,-74.0045953
"CL 5 5 06, ASTREA",9.499189068530407,-73.97839851691495,9.0,9.3838691,-74.1760692
"CL 5 5 08, CAICEDO",6.40551357081218,-75.98219050968387,9.0,0.6847735,-76.603574
"CL 5 5 08, SAN MIGUEL",6.575601972254835,-72.64698892072303,9.0,,
"CL 5 5 10, SOACHA",4.588133337151744,-74.19208005195065,9.0,4.5786658,-74.2426436
"CL 5 5 109, EL DOVIO",4.514264869687522,-76.24049952400911,9.0,4.5130458,-76.2364376
"CL 5 5 115, EL DOVIO",4.514264869687522,-76.24049952400911,9.0,4.5130458,-76.2364376
"CL 5 5 137, SANTA MARTA",11.252016721403454,-74.2083205624327,9.0,9.1641568,-83.404486
"CL 5 5 160, PLATO",9.790718640878467,-74.79467927897582,9.0,9.7890531,-74.7902543
"CL 5 5 22, PENSILVANIA",5.383800009909919,-75.16015998793773,9.0,5.5352551,-75.1323505
"CL 5 5 22, SAN PEDRO",3.9951453985029595,-76.22823872906963,9.0,,
"CL 5 5 25, MIRAFLORES",5.196332510755294,-73.14339726532938,9.0,3.4380566,-76.5384282
"CL 5 5 25, TIBANÁ",5.3166136914869755,-73.3974472734949,9.0,4.6069676,-74.1014439
"CL 5 5 27, SAN VICENTE DE CHUCURÍ",6.881593436457496,-73.40756248809471,9.0,6.8828215,-73.4083807
"CL 5 5 27, TESALIA",2.483960338902405,-75.72894611728935,9.0,2.4862885,-75.7311054
"CL 5 5 29, CHITA",6.187405481179425,-72.47349050358412,9.0,6.1875152,-72.4747552
"CL 5 5 30, FRESNO",5.152682079428093,-75.03758982478412,9.0,5.1528174,-75.0370682
"CL 5 5 34, FRESNO",5.152684234290574,-75.03756002387868,9.0,5.1528174,-75.0370682
"CL 5 5 34, GUATEQUE",5.002897402503011,-73.47407091795995,9.0,5.0031912,-73.4753931
"CL 5 5 34, PENSILVANIA",5.383770864309282,-75.16023844174161,9.0,5.5352551,-75.1323505
"CL 5 5 35, GACHANCIPÁ",5.752069796789531,-73.55013114030852,9.0,4.9913593,-73.870949
"CL 5 5 38, MIRAFLORES",5.196447595903816,-73.14338712462954,9.0,-12.1293569,-77.0047785
"CL 5 5 39, ANSERMANUEVO",4.795189473911884,-75.9958266267099,9.0,4.7945738,-75.9947511
"CL 5 5 40, GÜEPSA",6.025850331021223,-73.57395377735124,9.0,6.0263579,-73.572353
