0,1,2,3,4,5
"KR 52C 3 10, POPAYÁN",2.4613360756113156,-76.63966269299925,9.0,,
"KR 52C 3 28, POPAYÁN",2.4613783419560336,-76.63966269299925,9.0,,
"KR 52C 3 A 22, POPAYÁN",2.4616921619578225,-76.64081269010073,9.0,,
"KR 52C 35A 07, RIONEGRO",6.14905663425975,-75.35771415517452,9.0,,
"KR 52C 3A 04, POPAYÁN",2.4616517736832844,-76.64081269010073,9.0,,
"KR 52C 3A 22, POPAYÁN",2.4616921619578225,-76.64081269010073,9.0,,
"KR 52C 90 125, BARRANQUILLA",11.011107619206214,-74.82110916438371,9.0,,
"KR 52C 90 175, BARRANQUILLA",11.011213270669392,-74.82141646300809,9.0,,
"KR 52C 92 50, BARRANQUILLA",11.011835759903494,-74.82294765385409,9.0,,
"KR 52C 94 17, BARRANQUILLA",11.011953859162602,-74.82395764187812,9.0,,
"KR 52C 94 40, BARRANQUILLA",11.012135833423676,-74.82403034100957,9.0,,
"KR 52C 94 70, BARRANQUILLA",11.01225162876768,-74.82421411969877,9.0,,
"KR 52C 96 47, BARRANQUILLA",11.01269773018851,-74.82552932020887,9.0,,
"KR 52C CL 92 Y 94, BARRANQUILLA",11.011890885859037,-74.82329133917396,9.0,,
"KR 52D 76 67, ITAGÜÍ",6.1878506277263705,-75.59714353649582,9.0,,
"KR 52D 41 14, RIONEGRO",6.154549793462611,-75.37486090364932,9.0,,
"KR 52D 73 23, ITAGÜÍ",6.185430826450793,-75.59886649116426,9.0,,
"KR 52D 75AA 250, LA ESTRELLA",6.1593782821248695,-75.62842479598574,9.0,,
"KR 52D 75AA SUR 171, ITAGÜÍ",6.163079352503543,-75.62840544005508,9.0,,
"KR 52D 75AA SUR 188, ITAGÜÍ",6.16290051545924,-75.62828967418635,9.0,,
"KR 52DD NRO 67 11, MEDELLÍN",6.245890000000031,-75.57456999999994,1.0,,
"KR 52E 41 17, RIONEGRO",6.144104991640944,-75.37513501726795,9.0,,
"KR 52E 75A SUR 104, ITAGÜÍ",6.172880000000021,-75.61147999999997,5.0,,
"KR 52E 75ASUR 104, ITAGÜÍ",6.172880000000021,-75.61147999999997,5.0,,
"KR 52SUR 20F 21, JAMUNDÍ",3.2620900000000574,-76.54108999999994,1.0,,
"KR 53 1 A 50, CALI",3.4147474383786265,-76.55397853271876,9.0,,
"KR 53 141 69, BOGOTÁ, D.C.",4.726660016331195,-74.05608002750952,9.0,,
"KR 53 73 26, ITAGÜÍ",6.185720297692824,-75.59924190444845,9.0,,
"KR 53 73SUR 40, MEDELLÍN",6.254066512580406,-75.49159050064628,9.0,,
"KR 53 82 135, BARRANQUILLA",11.006571391942106,-74.81437200842778,9.0,,
"KR 53 1 A 50, CALI",3.4147474383786265,-76.55397853271876,9.0,,
"KR 53 135 49, PUERTO COLOMBIA",2.7191800000000512,-67.56644999999997,1.0,,
"KR 53 75AA SUR 96, MEDELLÍN",6.245890000000031,-75.57456999999994,1.0,,
"KR 53 80 220, BARRANQUILLA",11.006141240523805,-74.81307896263432,9.0,,
"KR 53 B 118 16, BOGOTÁ, D.C.",4.70190000007949,-74.06335996187448,9.0,,
"KR 53 1 A 50, CALI",3.4147474383786265,-76.55397853271876,9.0,,
"KR 53 100 120, BARRANQUILLA",11.01576962955254,-74.83168236973377,9.0,,
"KR 53 100 50, BARRANQUILLA",11.015408192320683,-74.83114342997,9.0,,
"KR 53 103 B 38, BOGOTÁ, D.C.",4.6920099829752075,-74.06259000024879,9.0,,
"KR 53 103 B 70, BOGOTÁ, D.C.",4.692469981821475,-74.06259000024879,9.0,,
"KR 53 103 B 90, BOGOTÁ, D.C.",4.692909989828664,-74.06258002578402,9.0,,
"KR 53 103B 38, BOGOTÁ, D.C.",4.6920099829752075,-74.06259000024879,9.0,,
"KR 53 103B 70, BOGOTÁ, D.C.",4.692469981821475,-74.06259000024879,9.0,,
"KR 53 104B 07, BOGOTÁ, D.C.",4.693349997835867,-74.06281002520714,9.0,,
"KR 53 104B 15, BOGOTÁ, D.C.",4.693460010315036,-74.06281002520714,9.0,,
"KR 53 104B 22, BOGOTÁ, D.C.",4.693440019475972,-74.06259000024879,9.0,,
"KR 53 104B 48, BOGOTÁ, D.C.",4.6939299836260915,-74.06259000024879,9.0,,
"KR 53 106 14, BOGOTÁ, D.C.",4.695170002381857,-74.06255999303542,9.0,4.6092665,-74.0862222
"KR 53 106 14, CALI",37.5558099837768,-122.31487297560781,9.0,,
"KR 53 106 29, BOGOTÁ, D.C.",4.695239991273382,-74.06279996692334,9.0,,
"KR 53 106 43, BOGOTÁ, D.C.",4.695439983483141,-74.06279996692334,9.0,,
"KR 53 106 44, BOGOTÁ, D.C.",4.695489981535587,-74.06255999303542,9.0,,
"KR 53 106 63, BOGOTÁ, D.C.",4.69577999538545,-74.06279996692334,9.0,4.6092665,-74.0862222
"KR 53 106 82, BOGOTÁ, D.C.",4.6960500183962495,-74.06255999303542,9.0,4.6092665,-74.0862222
"KR 53 107 08, BOGOTÁ, D.C.",4.696549998920673,-74.06255001857065,9.0,,
"KR 53 107 35, BOGOTÁ, D.C.",4.6968400127705365,-74.06278999245856,9.0,,
"KR 53 107 55, BOGOTÁ, D.C.",4.6969200180363515,-74.06278999245856,9.0,,
"KR 53 11 32, CALI",3.4079018267508796,-76.53812158151567,9.0,,
"KR 53 115 20, BOGOTÁ, D.C.",4.700320011330916,-74.06215003415112,9.0,,
"KR 53 11A 47, CALI",3.407773306145712,-76.53737345363992,9.0,,
"KR 53 11A 71, CALI",3.407749991588176,-76.53721003631931,9.0,,
"KR 53 123B 36, BOGOTÁ, D.C.",4.706000008017753,-74.06140999591975,9.0,,
"KR 53 13 105, CALI",3.4067098519290764,-76.5341789177178,9.0,,
"KR 53 13 15, CALI",3.406916952906222,-76.53480961690754,9.0,,
