0,1,2,3,4,5,6
"DG 68 A SUR 14 R 15, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.523986550572011,-74.12261754688164,9.0,,,115000
"DG 68 A SUR 14 R 35, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.524051161495714,-74.12253921928288,9.0,,,115001
"DG 68 A SUR 14 R 65, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.524073805869781,-74.12251091381529,9.0,,,115002
"DG 68 A SUR 14R 35, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.524051161495714,-74.12253921928288,9.0,,,115003
"DG 68 A SUR No 14R 35, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.524051161495714,-74.12253921928288,9.0,,,115004
"DG 68 B 113 C 39, SOACHA, CUNDINAMARCA",4.575920000000053,-74.22286999999994,1.0,,,115005
"DG 68 B 113 C 45, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.709417360761834,-74.13453825137832,9.0,,,115006
"DG 68 B 18 M 39, EL PEÑÓN, SANTANDER",6.0664200000000505,-73.84946999999994,1.0,,,115007
"DG 68 J BIS SUR 31 23, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.567170000899196,-74.15440000321455,9.0,,,115008
"DG 68 SUR 37 69, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.568999979909975,-74.1519399984516,9.0,,,115009
"DG 68 SUR 37 A 49, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.569790016193778,-74.15233998287113,9.0,,,115010
"DG 68 SUR 37A 49, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.569790016193778,-74.15233998287113,9.0,,,115011
"DG 68 SUR 37C 45, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.569982962817368,-74.15242307690332,9.0,,,115012
"DG 68A 0A 35, TUNJA, BOYACÁ",5.570718257624607,-73.33887919678905,9.0,,,115013
"DG 68A 0A 75, TUNJA, BOYACÁ",5.570762816818434,-73.33893613296034,9.0,,,115014
"DG 68A 2 11, TUNJA, BOYACÁ",5.534420000000068,-73.36149999999998,2.0,,,115015
"DG 68A BIS SUR 44C 10, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.573609984746952,-74.15449999931944,9.0,,,115016
"DG 68A SUR 14 R 35, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.524051161495714,-74.12253921928288,9.0,,,115017
"DG 68A SUR 14R 35, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.524051161495714,-74.12253921928288,9.0,,,115018
"DG 68A SUR 14R 35, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.524051161495714,-74.12253921928288,9.0,,,115019
"DG 68A SUR 14R 35, SOACHA, CUNDINAMARCA",4.575920000000053,-74.22286999999994,1.0,,,115020
"DG 68A SUR 14R 65, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.524073805869781,-74.12251091381529,9.0,,,115021
"DG 68A SUR No 14R 35, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.524051161495714,-74.12253921928288,9.0,,,115022
"DG 68B 113C 41, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.709402277705449,-74.1345406636559,9.0,,,115023
"DG 68D 70C 31, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.581742860392067,-74.16248355661668,9.0,,,115024
"DG 68D SUR 70C 31, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.581742860392067,-74.16248355661668,9.0,,,115025
"DG 68D SUR No 70C 31, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.581742860392067,-74.16248355661668,9.0,,,115026
"DG 68K SUR 31 68, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.56661174931256,-74.15427809268768,9.0,,,115027
"DG 69 A SUR 72 F 02, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.581740011731966,-74.16694997538205,9.0,,,115028
"DG 69 B SUR 14 U 12, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.522629992348442,-74.12199003348219,9.0,,,115029
"DG 69 C SUR 78 L 64, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.603379990255178,-74.19127995809134,9.0,,,115030
"DG 69A 0B 21, TUNJA, BOYACÁ",5.572120000409015,-73.33886999326705,9.0,,,115031
"DG 6A BIS 13A 05, VALLEDUPAR, CESAR",10.464780000000076,-73.26060999999999,1.0,,,115032
"DG 6B 13C 36, VALLEDUPAR, CESAR",10.448630005330138,-73.2521649884303,9.0,,,115033
"DG 6B 18C 16, GIRÓN, SANTANDER",7.05129414981445,-73.16642877772325,9.0,,,115034
"DG 6B 28 47, FUNDACIÓN, MAGDALENA",10.519257685174392,-74.20466766306001,9.0,,,115035
"DG 6B 78B 65, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.6327300205047806,-74.14751996945009,9.0,,,115036
"DG 6D BIS 78 B 29, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.633310006295005,-74.14550001460384,9.0,,,115037
"DG 6D SUR 5B 13, TUNJA, BOYACÁ",5.507742481134362,-73.36723276995791,9.0,,,115038
"DG 6F 78B 02, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.633347982456136,-74.1449697100837,9.0,,,115039
"DG 6F 78B 55, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.6336799835011675,-74.14524998243212,9.0,,,115040
"DG 6NORTE 3ESTE 13, FUSAGASUGÁ, CUNDINAMARCA",4.326760000000036,-74.40867999999995,1.0,,,115041
"DG 6SUR 40A 124, VILLAVICENCIO, META",4.132350000000031,-73.62195999999994,1.0,,,115042
"DG 7 14A 77, RICAURTE, CUNDINAMARCA",4.279540000000054,-74.76479999999998,2.0,,,115043
"DG 7 17 41, SONSÓN, ANTIOQUIA",5.716671307888644,-75.30856101251263,9.0,,,115044
"DG 7 17 43, SONSÓN, ANTIOQUIA",5.716671307888644,-75.30856101251263,9.0,,,115045
"DG 7 2 18, CHAPARRAL, TOLIMA",3.724260000000072,-75.48481999999996,1.0,,,115046
"DG 7 23 64, FLORENCIA, CAQUETÁ",1.611720000000048,-75.61049999999994,1.0,,,115047
"DG 7 23 BIS 10, FLORENCIA, CAQUETÁ",1.611720000000048,-75.61049999999994,1.0,,,115048
"DG 7 23BIS 04, FLORENCIA, CAQUETÁ",1.611720000000048,-75.61049999999994,1.0,,,115049
"DG 7 2A 108, VILLETA, CUNDINAMARCA",5.009345651322134,-74.48094129761849,9.0,5.0210844,-74.4664235,115050
"DG 7 5 06, VILLAPINZÓN, CUNDINAMARCA",5.218594342729482,-73.59542542883767,9.0,,,115051
"DG 7 5 114, VILLAPINZÓN, CUNDINAMARCA",5.219894562538642,-73.5952219903113,9.0,,,115052
"DG 7 5 75, VILLAPINZÓN, CUNDINAMARCA",5.219579939275283,-73.5953876745759,9.0,,,115053
"DG 7 A 1 BN 31, PIEDECUESTA, SANTANDER",6.996902286908647,-73.05597228300896,9.0,,,115054
"DG 7 A BIS C 73 B 36, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.633755389804546,-74.14145592926366,9.0,,,115055
"DG 7 BIS 9 29, PACHO, CUNDINAMARCA",4.580221931319419,-74.22457137490687,9.0,,,115056
"DG 7 C 32 E 29, MEDELLÍN, ANTIOQUIA",6.237933832947457,-75.58903976543785,9.0,,,115057
"DG 70 B 2 14, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.650851005544787,-74.04937287408072,9.0,,,115058
"DG 70B 1B 45, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.650851005544787,-74.04937287408072,9.0,,,115059
"DG 70B 2 14, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.650851005544787,-74.04937287408072,9.0,,,115060
"DG 70B 2 66, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.650851005544787,-74.04937287408072,9.0,,,115061
"DG 70D SUR 78A 30, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.6029300077832005,-74.19409996559568,9.0,,,115062
"DG 71 F SUR 77 G 36, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.600988656059367,-74.19808050845305,9.0,,,115063
"DG 71 SUR 80 P 34, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.609593508197611,-74.19418506990476,9.0,,,115064
"DG 72 1A 63, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.653187176829604,-74.05103555553009,9.0,,,115065
"DG 72 1A 83, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.653343250924991,-74.0511023294252,9.0,,,115066
"DG 72 BIS 85 35, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.696100016448696,-74.10474996739288,9.0,,,115067
"DG 72 C 26 J 55, CALI, VALLE DEL CAUCA",3.4320590094672405,-76.49285563314184,9.0,,,115068
"DG 72 C 26 J 55, CALI, VALLE DEL CAUCA",3.4320590094672405,-76.49285563314184,9.0,,,115069
"DG 72 C 26 J 55, CALI, VALLE DEL CAUCA",3.4320590094672405,-76.49285563314184,9.0,,,115070
"DG 72C 26 J 55, CALI, VALLE DEL CAUCA",3.4320590094672405,-76.49285563314184,9.0,,,115071
"DG 72C 26 J55, CALI, VALLE DEL CAUCA",3.4320590094672405,-76.49285563314184,9.0,,,115072
"DG 72C 26J 55, CALI, VALLE DEL CAUCA",3.4320590094672405,-76.49285563314184,9.0,,,115073
"DG 72C 26J55, CALI, VALLE DEL CAUCA",3.4320590094672405,-76.49285563314184,9.0,,,115074
"DG 73 78I 70, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.602559988667522,-74.20088997772005,9.0,,,115075
"DG 73 83 55, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.695719980958714,-74.10387003519753,9.0,,,115076
"DG 73 A BIS No 36 33, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.565109980555775,-74.16503001664069,9.0,,,115077
"DG 73 A SUR 78 I 50, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.603750009370856,-74.20162004148663,9.0,,,115078
"DG 73 A SUR 78 I 51, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.604129239505491,-74.20188474444053,9.0,,,115079
"DG 73 A SUR 78I 40, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.603939985206324,-74.2020800403329,9.0,,,115080
"DG 73 D BIS SUR 78 K 07, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.606939994081358,-74.20054003326247,9.0,,,115081
"DG 73 G SUR 79 84, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.6074699818191505,-74.20166002316478,9.0,,,115082
"DG 73 SUR 78 I 41, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.602750006412506,-74.20216000368919,9.0,,,115083
"DG 73 SUR 78 I 70, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.602559988667522,-74.20088997772005,9.0,,,115084
"DG 73 SUR 78I 41, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.602750006412506,-74.20216000368919,9.0,,,115085
"DG 73 SUR 78I 51, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.603110009153895,-74.20160000873804,8.0,,,115086
"DG 73 SUR 78I 70, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.602559988667522,-74.20088997772005,9.0,,,115087
"DG 73 SUR No 78I 70, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.602559988667522,-74.20088997772005,9.0,,,115088
"DG 73 a sur 78 i 40, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.603939985206324,-74.2020800403329,9.0,,,115089
"DG 73A BIS SUR 82F 46, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.614290001156874,-74.19710001638025,9.0,,,115090
"DG 73A SUR 78I 40, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.603939985206324,-74.2020800403329,9.0,,,115091
