0,1,2,3,4,5,6
"KR 88 I BIS 58 03, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.628569998139781,-74.19048996371706,9.0,,,155000
"KR 88 I BIS 58 11, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.628541547205725,-74.19064205683169,9.0,,,155001
"KR 88 J 71 A 36, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.624719980463723,-74.19976001335297,9.0,,,155002
"KR 88 J 73 24, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.624143163173907,-74.20155405028774,9.0,,,155003
"KR 88, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.620850013858103,-74.20254498450204,9.0,,,155004
"KR 88A 21 42, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.667170003367204,-74.13237001473661,9.0,,,155005
"KR 88A 21 75, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.667059990888021,-74.13273999194277,9.0,,,155006
"KR 88A 21 75, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.667059990888021,-74.13273999194277,9.0,,,155007
"KR 88A 34B 08, MEDELLÍN, ANTIOQUIA",6.24325253287623,-75.61391805343081,9.0,,,155008
"KR 88A BIS B 128B 54, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.721751061737124,-74.08763253759832,9.0,,,155009
"KR 88C 26 30, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.641129314354044,-74.16297248110762,9.0,,,155010
"KR 88C 45A 66, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.632983613414709,-74.17573107086665,9.0,,,155011
"KR 88C 54 29, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.6294966858436934,-74.1836785446521,9.0,,,155012
"KR 88C 54C 29, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.628990015307906,-74.18476001088729,9.0,,,155013
"KR 88C 62 09, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.62553000758659,-74.1930699973335,9.0,,,155014
"KR 88C 62 55, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.625519051783298,-74.19294643214177,9.0,,,155015
"KR 88C 62 65, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.625511290922208,-74.1929651904927,9.0,,,155016
"KR 88C 62 IN 24, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.625389987894053,-74.1929900339772,9.0,,,155017
"KR 88C 63 67, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.625192601835912,-74.19381860395323,9.0,,,155018
"KR 88C 67 39, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.624725893855897,-74.19505236092782,9.0,,,155019
"KR 88C 67 39, VILLAVICENCIO, META",4.132350000000031,-73.62195999999994,1.0,,,155020
"KR 88C 76AC 30, MEDELLÍN, ANTIOQUIA",6.2815900176212125,-75.59407996739917,9.0,,,155021
"KR 88C 88 25, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.6239570233810126,-74.19676245587112,9.0,,,155022
"KR 88C BIS 71 69, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.623150008089439,-74.1991099967617,9.0,,,155023
"KR 88C54C 29, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.628990015307906,-74.18476001088729,9.0,,,155024
"KR 88D 6 D 12, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.648429995704646,-74.15538001533382,9.0,,,155025
"KR 88D 6D 12, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.648429995704646,-74.15538001533382,9.0,,,155026
"KR 88D 6D 27, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.648599980701036,-74.15551001865208,9.0,,,155027
"KR 88D 6D 27, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.648599980701036,-74.15551001865208,9.0,,,155028
"KR 88D 6D 28, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.648629987914404,-74.15509000148396,9.0,,,155029
"KR 88D 76B 05, MEDELLÍN, ANTIOQUIA",6.2766472701413205,-75.59956578397329,9.0,,,155030
"KR 88D 76B 29, MEDELLÍN, ANTIOQUIA",6.2766472701413205,-75.59956578397329,9.0,,,155031
"KR 88D 8A 81, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.651080018212596,-74.15203999455647,9.0,,,155032
"KR 88D 8C 21, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.651619980415148,-74.15128000739556,9.0,,,155033
"KR 88F 71 22, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.623820015519769,-74.19891997901672,9.0,,,155034
"KR 88H 56 21, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.6291999819824525,-74.18751002950012,9.0,,,155035
"KR 88H 57B 08, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.628209995398393,-74.18951003541682,9.0,,,155036
"KR 88H 57B 14, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.628200020933619,-74.18955001709496,9.0,,,155037
"KR 88I 50A 01, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.625131176194766,-74.19797713496578,9.0,,,155038
"KR 88I 52B 34, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.631370014805057,-74.18348998491815,9.0,,,155039
"KR 88I 54 B 39, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.630707145274284,-74.18524053619839,9.0,,,155040
"KR 88I 54 C 71, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.630420009899154,-74.1858000374333,9.0,,,155041
"KR 88I 54B 39, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.630707145274284,-74.18524053619839,9.0,,,155042
"KR 88I 54C 65, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.630433235927643,-74.18586797004953,9.0,,,155043
"KR 88I 54C 71, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.630420009899154,-74.1858000374333,9.0,,,155044
"KR 88I 54CD 71, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.631016616250398,-74.18454643810406,9.0,,,155045
"KR 88J 70 15, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.625389987894053,-74.19816996632059,9.0,,,155046
"KR 89 1 12, CALI, VALLE DEL CAUCA",3.381304957574096,-76.55727071041912,9.0,,,155047
"KR 89 1 32, CALI, VALLE DEL CAUCA",3.3812959215384666,-76.55720063852017,9.0,,,155048
"KR 89 10 80, CALI, VALLE DEL CAUCA",3.3799216755114414,-76.5603616911844,9.0,,,155049
"KR 89 127 05, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.716340007594013,-74.08987996824546,9.0,,,155050
"KR 89 127 D 44, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.719030011780106,-74.08947998382592,9.0,,,155051
"KR 89 130 48, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.726120012219113,-74.08754996680075,9.0,4.665035,-74.13608817534067,155052
"KR 89 130 D 80, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.727849995125013,-74.08707001902492,9.0,,,155053
"KR 89 130 D 80, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.727849995125013,-74.08707001902492,9.0,,,155054
"KR 89 130D 80, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.727849995125013,-74.08707001902492,9.0,,,155055
"KR 89 130D 80, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.727849995125013,-74.08707001902492,9.0,,,155056
"KR 89 139 49, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.7380000188658045,-74.08363000214268,9.0,,,155057
"KR 89 147 14, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.741580013531063,-74.08247003056223,9.0,,,155058
"KR 89 147 B 79, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.743550012234394,-74.08231999449539,9.0,,,155059
"KR 89 147B 37, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.742570000115123,-74.08238000892213,9.0,,,155060
"KR 89 147B 42, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.743019982587086,-74.0822299728553,9.0,,,155061
"KR 89 147B 79, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.743550012234394,-74.08231999449539,9.0,,,155062
"KR 89 147B 80, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.7438699913881095,-74.08219996564193,9.0,,,155063
"KR 89 16 59, CALI, VALLE DEL CAUCA",3.3777700194054177,-76.5281999933199,9.0,,,155064
"KR 89 17 B 83, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.664740005817606,-74.13582000608362,9.0,,,155065
"KR 89 17 B 83, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.664740005817606,-74.13582000608362,9.0,,,155066
"KR 89 17B 83, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.664740005817606,-74.13582000608362,9.0,,,155067
"KR 89 17B 83, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.664740005817606,-74.13582000608362,9.0,,,155068
"KR 89 17B 83, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.664740005817606,-74.13582000608362,9.0,,,155069
"KR 89 18 61, CALI, VALLE DEL CAUCA",3.3777973078906234,-76.52616262474557,9.0,,,155070
"KR 89 18 61, CALI, VALLE DEL CAUCA",3.3777973078906234,-76.52616262474557,9.0,,,155071
"KR 89 18 72, CALI, VALLE DEL CAUCA",3.3776827164934753,-76.5261430440487,9.0,,,155072
"KR 89 19 A 49, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.665629996296772,-74.13503001170933,9.0,4.665035,-74.13608817534067,155073
"KR 89 19 A 50, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.665540016566183,-74.13469004171654,9.0,4.665035,-74.13608817534067,155074
"KR 89 19A 49, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.665629996296772,-74.13503001170933,9.0,4.665035,-74.13608817534067,155075
"KR 89 19A 50, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.665540016566183,-74.13469004171654,9.0,4.665035,-74.13608817534067,155076
"KR 89 19A 50, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.665540016566183,-74.13469004171654,9.0,4.665035,-74.13608817534067,155077
"KR 89 19A 50, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.665540016566183,-74.13469004171654,9.0,4.665035,-74.13608817534067,155078
"KR 89 22 83, MADRID, CUNDINAMARCA",4.734090000000037,-74.26496999999995,1.0,,,155079
"KR 89 22B 96, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.669270005388782,-74.13093997823584,9.0,,,155080
"KR 89 35 51, MEDELLÍN, ANTIOQUIA",6.245420009943388,-75.61323999222985,9.0,,,155081
"KR 89 36 29, MEDELLÍN, ANTIOQUIA",6.247750011388092,-75.61137996409619,9.0,,,155082
"KR 89 37 77, CARTAGENA DE INDIAS, BOLÍVAR",10.408740504192707,-75.45379980396125,9.0,,,155083
"KR 89 37 77, CARTAGENA DE INDIAS, BOLÍVAR",10.408740504192707,-75.45379980396125,9.0,,,155084
"KR 89 37 77, TULUÁ, VALLE DEL CAUCA",4.085990000000038,-76.19633999999996,1.0,,,155085
"KR 89 38 58, MEDELLÍN, ANTIOQUIA",6.249210013192709,-75.60982998256098,9.0,,,155086
"KR 89 41 40, MEDELLÍN, ANTIOQUIA",6.250560002518142,-75.60811001602939,9.0,,,155087
"KR 89 45A 33, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.634770008099622,-74.17658002775934,9.0,4.665035,-74.13608817534067,155088
"KR 89 5 95, CALI, VALLE DEL CAUCA",3.37816731287957,-76.54174607929156,9.0,,,155089
"KR 89 57A 25, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.629099985877559,-74.19004999761938,9.0,4.665035,-74.13608817534067,155090
"KR 89 61 CA 64, CALI, VALLE DEL CAUCA",3.3799216755114414,-76.5603616911844,9.0,,,155091
"KR 89 61A 18, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.628710017832333,-74.1943499977674,9.0,4.665035,-74.13608817534067,155092
"KR 89 66 97, MEDELLÍN, ANTIOQUIA",6.2786799884767674,-75.59708001818372,9.0,,,155093
"KR 89 69 D 15, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.625740016170653,-74.19796997411082,9.0,,,155094
"KR 89 70 16, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.625589980103811,-74.19824003903113,9.0,4.665035,-74.13608817534067,155095
"KR 89 73 63, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.699170014215241,-74.10691995830598,9.0,4.665035,-74.13608817534067,155096
"KR 89 78 25, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.622920008666313,-74.20489996401821,9.0,4.665035,-74.13608817534067,155097
"KR 89 81 13, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.622130014292026,-74.20695000989686,9.0,4.665035,-74.13608817534067,155098
"KR 89 92 C 119, MEDELLÍN, ANTIOQUIA",6.292959705182761,-75.58972897259835,9.0,,,155099
"KR 89 92 C 32, MEDELLÍN, ANTIOQUIA",6.292920003781518,-75.58944997172311,9.0,,,155100
"KR 89 92C 32, MEDELLÍN, ANTIOQUIA",6.292920003781518,-75.58944997172311,9.0,,,155101
"KR 89 A 2 A BIS OE 15, CALI, VALLE DEL CAUCA",3.392668804800624,-76.55855178679172,9.0,,,155102
"KR 89 A 2A OE 08, CALI, VALLE DEL CAUCA",3.380794987833666,-76.55821092388601,9.0,,,155103
"KR 89 A 44 B 08, MEDELLÍN, ANTIOQUIA",6.253259981169023,-75.60621000621757,9.0,,,155104
"KR 89 A 45 A 33, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.634770008099622,-74.17658002775934,9.0,,,155105
"KR 89 A 45 A 33, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.634770008099622,-74.17658002775934,9.0,,,155106
"KR 89 A 46 45, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.634149998721739,-74.17836998318246,9.0,,,155107
"KR 89 A 47 B 20, MEDELLÍN, ANTIOQUIA",6.257471503773557,-75.60571012415446,9.0,,,155108
"KR 89 A 69 B 28, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.62664725202685,-74.19781575896805,9.0,,,155109
"KR 89 A 73 A 08, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.699339999211645,-74.10719999769107,9.0,,,155110
"KR 89 A 83 C 03, BELLO, ANTIOQUIA",6.290073550763102,-75.58782250367368,9.0,,,155111
"KR 89 A 89 97, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.711799991648547,-74.09670996204797,9.0,,,155112
"KR 89 A BIS 65 TR 6, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.632666232962751,-74.18410996244165,9.0,,,155113
"KR 89 A BIS 8 A 18, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.622950015879681,-74.20645002937245,9.0,,,155114
"KR 89 A BIS 8 A 25, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.623009988396902,-74.20656997440689,9.0,,,155115
"KR 89 A BIS 8 A 25, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.623009988396902,-74.20656997440689,9.0,,,155116
"KR 89 A BIS 8 A 25, BOGOTÁ, D.C., BOGOTÁ, D.C.",4.623009988396902,-74.20656997440689,9.0,,,155117
"KR 89 A BIS 8 A 25, MADRID, CUNDINAMARCA",4.734090000000037,-74.26496999999995,1.0,,,155118
